,Label,14-3-3_epsilon,4E-BP1,4E-BP1_pS65,4E-BP1_pT37,4E-BP1_pT70,53BP1,A-Raf_pS299,ACC1,ACC_pS79,AMPK_alpha,AMPK_pT172,ANLN,AR,ARID1A,ASNS,ATM,Akt,Akt_pS473,Akt_pT308,Annexin_I,B-Raf,Bak,Bax,Bcl-2,Bcl-xL,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD31,CD49b,CDK1,Caspase-7_cleavedD198,Caveolin-1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,DJ-1,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ER-alpha,ER-alpha_pS118,ERK2,FOXO3a,Fibronectin,GAB2,GATA3,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK2,JNK_pT183_pT185,K-Ras,Ku80,LBK1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,Mre11,N-Cadherin,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PCNA,PDCD4,PDK1_pS241,PI3K-p110-alpha,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PR,PRAS40_pT246,PRDX1,PTEN,Paxillin,Pea-15,RBM3,Rad50,Rb_pS807_S811,S6,S6_pS235_S236,S6_pS240_S244,SCD1,STAT3_pY705,STAT5-alpha,Shc_pY317,Smad1,Smad3,Smad4,Src,Src_pY416,Src_pY527,Stathmin,Syk,Transglutaminase,Tuberin,VEGFR2,XBP1,XRCC1,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Kit,c-Met_pY1235,c-Myc,eEF2,eEF2K,eIF4E,mTOR,mTOR_pS2448,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p70S6K,p70S6K_pT389,p90RSK_pT359_S363
A135,Her2,0.186314402,-0.695723468,0.468743908,-0.559759732,-0.013450541,-0.781125232,-0.203281449,0.209094304,0.452372333,-0.003574456,-0.055456239,-0.143855817,2.242069178,-0.290942231,0.263847821,-0.097291426,0.118823988,1.191258477,0.426150888,0.379319595,-0.905995932,0.241290373,0.240332573,-0.49705324,-0.094000329,-0.092324629,0.28225,-0.173279468,-0.288586306,0.041532383,-0.034728783,-0.160540739,0.259200159,-0.170174608,0.692121536,0.218507009,0.074496705,0.346281419,-0.279208269,-1.176090689,0.286211346,0.228020302,0.281001388,-0.314609433,0.107382597,-0.310635883,0.20033458,0.266884248,1.748275888,0.249715968,-3.210790549,-0.546582678,-0.282107062,0.435497744,0.413912873,-0.374555669,-1.423274818,-0.408827803,-0.082315222,1.268175299,1.236031787,-0.017906001,0.410282428,1.654316337,0.077712592,-0.750656732,-0.01545414,0.206067324,-0.115630605,0.411904665,-0.243340895,-0.08804887,0.600549736,0.772277609,0.068728708,-0.03094391,0.030093478,-0.028421617,0.338621055,1.012749681,0.268329377,0.297639241,0.112086862,0.077487122,0.081212344,-1.403290273,-0.473140267,-0.135725778,-0.004394498,0.089117999,0.003574456,-0.596570602,-0.070993375,-0.257948848,0.34105214,0.216639992,0.007259309,-0.668451606,-0.11822784,-0.337007901,-0.082985496,0.233141775,-0.147708595,-0.112001399,0.092266117,0.272747339,0.162319598,0.032251114,-0.073471101,0.285558206,-0.118897319,-0.041616336,0.569448925,0.363139156,0.275652959,-0.461576868,0.004726148,-1.01635859,-0.038626379,-0.12887103,-0.204663029,-0.410510841,0.073176378,0.022609361,-0.128732675,-0.110843561,0.116131441,-0.041955473,-0.02383844,-0.287290884,0.244548169,-0.797129283,-0.41137871,-0.063484356,-0.080141024,0.407393292,0.085702502,-0.0769766,-0.427662008,0.147350619,0.303256653,0.090955625
A152,Her2,-0.359025073,0.011140679,0.449875872,0.312374201,0.265680569,0.03480274,0.174853194,-0.621190529,-0.372310468,0.711213653,0.072644985,-0.151802524,0.391817157,-0.011140679,0.387465181,-0.34972401,0.446844333,1.396027029,1.716040725,0.310006884,0.307642521,-0.261638346,0.047312002,-0.578465413,0.014133351,-0.220914289,-0.271409382,-0.641689112,-0.168949099,-0.193392889,-0.183499239,-0.514348476,-0.063163611,-0.619171279,-1.015317618,-0.158825714,-0.197124685,0.708209488,0.166234116,-0.352185444,-0.953138474,0.357726589,-0.617599955,-0.077659718,0.062887999,0.310539353,0.030241772,-0.253262826,2.459794319,-0.283901126,-2.418083258,-0.503978331,0.847491204,-0.437777199,0.182933923,-0.41284621,-0.262496252,0.455453639,1.201098075,3.872621005,3.09983084,-0.461073123,0.732245375,-1.760924962,-0.631351857,0.301978133,-0.254865925,0.303613254,0.465045036,-0.134456771,0.060332422,-0.154382483,-0.670016158,0.888245683,-0.314110819,0.373806799,-0.148611421,-0.255573697,-0.333749742,1.027816505,0.564317422,0.051261457,0.104310483,0.084103179,-0.349546848,0.349475607,-0.017650892,-0.208859741,-0.230826052,0.216776371,-0.141789338,-0.964460482,0.34408817,-0.206900967,0.575365034,0.812162907,-0.124365235,0.243558676,-0.330483209,0.752440644,0.045147162,0.839863855,0.163249025,0.165108429,-0.174664105,0.055028444,1.05750218,0.03868669,-0.476794311,-0.200741993,-0.3422363,0.048387602,0.017173982,-0.23323364,-0.355287608,0.092994687,0.478231674,0.03635269,-0.420542147,-0.020306117,0.128865871,0.214117082,0.446625869,-0.1456138,0.519780209,-0.404240926,-0.16369682,-0.412657157,-0.049487296,0.157595126,0.203793532,0.275012206,0.090005224,-0.84815465,-0.101540615,-0.113823007,-0.342992308,0.505672299,-0.020733473,-0.51340307,-0.40793514,0.3048804
A18P,Her2,-0.106962232,-0.295679568,0.34888138,0.353099264,-0.042533533,1.310104331,-0.049751283,-0.544142207,-0.083794745,0.81195742,0.903639996,-0.071324079,0.37370543,0.346270855,0.344071778,-0.229398698,0.133368971,0.333338638,0.120377268,-0.088043185,0.507820444,-0.061784044,-0.207369278,1.453840091,-0.030534725,0.203504235,-0.07959305,0.127352416,0.276685955,-0.034673582,-0.178729543,-0.30703755,0.255719854,-0.065823898,-0.179872476,-0.130225075,-0.089089001,-0.13640114,-0.317848532,0.877945018,-0.046111569,0.455450449,-0.012763368,-0.088213403,0.01335097,0.267291274,-3.127656122,-0.144292823,0.616778361,-0.159665095,-0.520077537,-0.312368396,0.376925501,-0.046405301,0.564995069,-0.020788806,1.110488893,0.260414624,0.696126201,0.389275713,0.329338946,-0.129928094,0.559172352,-0.702294319,-0.600701125,1.045231178,-0.152988442,0.517428946,0.216573401,-0.126911113,0.412177777,-0.053289115,-0.216909101,1.173386951,0.076553833,0.275606319,0.153971447,-0.226559368,-0.394781033,-0.026127422,0.244168711,-3.39E-05,-0.114958666,-0.137385997,-0.204427026,0.059742264,-0.555281747,-0.02358693,-0.078234892,-0.09033366,-0.078146185,-0.961276341,0.169720109,-0.694667828,0.667437363,0.68973346,0.092467508,-0.263246987,-0.289725667,1.759322928,0.093422664,0.572825716,0.246110039,-0.108409812,0.142514355,0.896212824,0.489306405,0.24691624,0.16565646,-0.140346166,0.16088004,0.337784701,0.78803696,-0.211184446,0.655172495,0.081460798,0.067318073,-0.71150268,-0.058937331,0.023604262,0.201246338,0.063688074,0.050152428,-0.430809098,-1.157564371,-0.070962639,-0.161539072,-0.227321884,-0.074320168,-0.010318059,0.370287799,0.261538215,0.158183393,0.23151144,0.010455485,3.39332332848219e-05,0.14295395,-0.329831176,-0.41187698,-0.123738834,-0.148317322,0.322621216
A18R,Her2,-0.205309613,0.154078465,-0.06614476,0.099468495,0.142773515,0.268763488,0.221899161,0.11477921,0.600860039,-0.253517136,-0.067035634,-0.131424972,0.356945949,0.065529482,0.335294483,-0.357703894,0.618121477,-0.485362699,0.013455885,-0.859972687,0.322159727,0.024720946,-0.547980324,0.616480542,-0.153391974,-0.077097199,-0.022218574,-0.163675696,0.437310389,0.037664699,-0.013119713,-0.31455517,0.193381668,0.572879738,-0.88037795,-0.113104128,0.028113037,0.158697801,0.083547569,1.104406891,-0.026459293,1.129765848,0.251642648,1.316418763,-0.501383047,-0.046986895,0.557807811,0.292621423,3.042583856,-0.052872129,-1.963796515,-0.46289175,-0.341890798,0.173670068,-1.017310152,0.113141819,1.025736912,0.114433065,0.16485203,2.080725039,2.0097485,-0.521852628,0.351623001,-0.916285383,0.295429026,0.48881406,-0.439932656,-0.150086399,0.118307454,-0.099038741,0.337676123,-0.218463798,0.048929292,-0.654858416,-0.108800629,-0.051882915,0.032728882,-0.105494588,-0.230614632,0.576030392,-0.047830349,0.066069565,-0.359824647,-0.246064965,-0.269424933,-0.85758504,0.196348024,0.06990059,-0.25229263,-0.355727992,-0.154965414,-0.672145182,0.017082347,-0.304220472,0.365491889,0.400201384,-0.307407855,-0.044419243,-0.069582729,0.779084519,0.033633723,-0.378221555,-0.016549092,0.140234548,-0.310603614,-0.16512868,1.508959661,1.114772802,0.104086403,-0.115395621,-0.468455272,0.187183946,0.079588043,-0.084657041,0.111866623,-0.322978483,-0.04599829,-1.29624412,-0.310662512,-0.039937584,-0.21572786,-0.182905596,-0.218109852,-0.023922397,0.235161536,-0.093132846,0.211438477,0.049315753,0.49810418,0.660032613,0.100504311,-0.294610326,-0.090642017,0.184944538,0.088832006,0.086196977,-0.198058886,-0.44205461,-0.110345221,4.011469659,0.448390755,0.013119713
A08X,Her2,0.009604319,-0.470798283,0.02483237,0.468558283,-0.154265664,-0.529870879,-0.010156351,-0.76249182,-0.447065964,-0.402143105,-0.558982911,0.075045473,0.186597627,0.055622477,0.610553565,0.624372824,-0.22997476,0.880598185,0.198742241,-0.064180388,-0.348503992,0.084624688,0.010110178,-0.520965066,-0.124881484,-0.25394008,0.128309708,-0.153935668,-0.092526212,0.175951066,0.045036927,-0.231162437,0.087339552,0.188030175,-0.225048151,0.023043802,-0.058251671,0.298676072,0.209286482,0.076882438,1.691036527,0.250094289,-0.080191468,-0.008395513,-0.286912934,-0.049596927,-0.514735174,0.336768875,2.309431989,-0.016605272,-2.785073114,-0.465967351,-0.288350263,0.103426531,-0.781147548,0.219917418,-1.775460144,-0.367480209,0.409973104,2.984257081,2.625779249,-0.197772121,1.327708279,1.048074943,-1.156450009,-0.632924908,0.077367611,-0.078917548,0.063238069,0.016511874,0.215632607,-0.247461931,0.611592099,0.829063149,0.221729532,0.10030843,0.029469963,0.09828175,0.182847555,0.313436359,-0.173066775,0.587511679,0.222021928,-0.01790383,-0.100814207,0.37851429,-0.488380588,-0.058076683,-0.118026839,0.008395513,0.087157493,-0.877433452,0.527918392,-0.273431824,-0.028446185,-0.140416022,-0.203002979,-0.154506918,-0.169769122,0.736942325,-0.053600499,1.012948684,0.667676367,0.293873557,-0.063047102,0.066568604,0.271526096,-0.014163221,-0.366303454,-0.103204708,-0.023168919,0.498436246,0.460393866,0.192906035,0.907716925,-0.050481904,0.193107226,-0.545760975,-0.136307805,-0.128468509,-0.235429532,0.142097382,0.126084742,-0.161648093,-0.120097472,-0.284374302,0.012144311,0.291840639,-0.059802348,-0.279134137,-0.217262803,-0.117337024,0.321171866,0.162993952,-0.051711594,0.710506772,-0.212877633,0.156050006,0.604655381,-0.330822604,0.251027737,-0.092569464
A0TX,Her2,0.088912567,-0.526180469,0.260494603,0.243162772,0.009239751,-0.905940684,0.472398154,-0.313384387,-0.69991211,-0.285620097,-0.762552093,-0.002506975,0.266224532,-0.088533723,0.402500281,-0.818304177,-0.531057308,0.326917671,0.21064436,0.241752894,-0.791196433,0.054561272,0.025631905,-0.556852835,0.244325495,-0.260213303,0.277434071,0.77570669,-1.071361979,0.066573461,0.044198848,0.285429576,-0.195211544,0.482623668,-0.531536752,0.302476913,0.121403281,-0.980919767,0.394502657,-0.180249916,-0.957050588,-0.987417282,0.315301155,-0.192615007,0.412253501,-0.097686503,0.625912783,0.164301009,1.12834876,0.088571573,-3.181060844,0.086977469,-1.422084022,0.032081565,0.23409982,-0.899442693,-0.924057199,-0.382449586,-0.716711864,2.430454843,1.71877662,-0.135325824,1.041088734,0.656029782,0.927827658,-0.682923754,-0.027317947,0.139694848,0.215211735,0.161798448,-0.68069142,0.03364896,-0.359885696,0.46985321,-0.213603911,-0.295817757,-0.03299277,0.239293967,0.377488829,0.348226986,0.134314343,0.059038148,0.329534461,1.983574648,-0.108489824,-0.521148288,-0.342874951,-0.656313272,-0.438673674,-0.621975504,-0.219905696,-0.759580548,0.116854114,0.07348852,0.145196794,-0.762864585,-0.093972153,0.119932665,-0.255960098,-0.007468721,-0.465156131,0.775496127,0.418738802,-0.073987575,-0.366449272,-2.156386123,0.271135684,-0.044087055,-0.247842161,0.01370463,0.277462353,0.006340822,0.27071302,0.447321494,-0.688092819,-0.127051388,-0.982046499,-0.758503519,-0.208876654,0.239148072,0.459263104,-0.203884725,0.1912209,0.089673366,-0.324824924,0.163054472,0.102003047,-0.1470451,-0.436305199,-1.063673004,0.153009044,-0.402711042,0.181501463,-0.069763168,0.002506975,-0.164071291,-0.256877499,0.202463912,0.416106072,-0.983234818,-0.033313481,-0.212856557
A09X,Her2,-0.145212126,0.913389304,0.743843166,1.591291232,0.643849749,-0.488138412,1.072824487,1.532508281,1.571154806,-0.006928185,-0.196821836,-0.140614239,1.833063348,-0.269687216,0.586647484,0.264753366,0.425066781,2.284128539,1.569295592,-0.181838667,-0.650641966,-0.10741511,-0.252685286,-0.876764542,-0.154210193,-0.008812972,-0.193245215,-0.577276528,0.314083364,-0.057803476,0.04724766,-0.215031868,0.109078423,-0.06851482,-0.65781174,-0.08111847,0.01987544,0.230537348,0.03096992,0.455718858,-1.003369805,0.741237554,-0.291853117,0.268951576,0.24707068,-0.273541686,-2.983335511,0.035242135,0.229279427,-0.175642779,-1.915793597,-0.342934799,0.418653006,-0.362052737,-0.654327954,-0.292107927,-0.642523294,0.2227034,0.903045358,-0.222009763,-0.117687226,0.007343621,0.051897081,-0.723214946,-1.208897532,-0.087717091,-0.38058462,0.137098912,0.453279357,-0.079564297,0.316375906,-0.184020356,0.434353259,0.846758594,0.310249609,0.273407493,-0.139702336,-0.157738527,-0.087913868,0.099131532,0.074694685,-0.024376888,0.201724185,-0.565516108,0.123636157,0.02038902,-0.087838759,0.083261669,-0.076376742,0.101801163,-0.006613525,0.199714722,0.533753627,0.224727725,-0.027033877,0.330585772,-0.162404245,-0.045865603,-0.133201979,0.443302869,0.33440438,1.120043864,0.851021267,0.521441435,-0.12877469,0.334940886,-0.202549474,0.147157863,-0.193653034,-0.235687159,-0.482319362,0.228483615,0.326796045,-0.169116298,0.516631033,0.118315938,0.04659741,-0.098160172,-0.029358981,0.00262646,0.044966904,-0.454710602,0.464916148,-0.458196991,-1.183433395,-0.255376745,0.062969477,-0.058077665,0.286676719,-0.082623128,-0.00262646,-0.020652999,0.438896697,-0.154463984,-0.052196981,0.23264831,-0.110148293,0.033857954,0.318746858,0.082619145,0.374256529,-0.006618572
A1AT,Her2,-0.213748101,-0.293358126,0.162838447,-0.476626146,-0.13903453,0.417416308,-0.142364001,0.593763713,0.205555919,0.42923974,0.514481718,-0.019653009,0.958519342,0.000479364,0.311268569,0.266868423,0.107545148,-0.422358741,-0.499298837,-1.13578567,0.016547352,0.070858574,0.046869782,-0.687952332,-0.143416804,0.114756096,-0.200146188,-0.613533369,-0.05747191,-0.110380909,-0.016029249,0.134710981,-0.228516598,1.42496604,-0.92446007,-0.054258015,-0.020224233,-0.083971964,-0.268100947,-0.220133339,0.20996374,0.376351356,-0.09604673,-0.146579441,-0.449470987,-0.288620244,-2.669354252,-0.109878023,1.991403351,-0.204395823,-1.277179007,-0.264879386,0.034345302,-0.056079045,-0.877479246,0.162757838,-0.004328052,0.033025558,-0.529877296,4.047877808,3.17913616,0.196202434,0.535635661,-0.321181634,-0.373991186,0.27772567,-0.252933363,-0.067086045,-0.13921371,-0.128507295,0.091938189,0.160889757,0.570835864,-0.924982427,0.262492137,-0.037686016,0.304237,-0.169787202,-0.232326557,0.108854024,0.639379537,0.18066208,0.312204004,-0.715134053,-0.185991808,0.290175929,0.285731043,-0.128533914,0.064607511,-0.052855291,0.097844087,-0.325700224,-0.131161911,0.022092311,0.736487786,0.415326691,-0.22637995,-0.59775626,-0.030952442,0.96495024,0.25800327,0.511093734,0.317768685,-0.11156649,-0.000150893,0.668878834,0.519953305,-0.031080692,-0.037531829,0.010318293,0.060056793,-0.06309749,-0.148889959,-0.021524678,0.775171402,0.277980463,0.358177459,-0.26761274,0.161813916,-0.104181399,0.387762545,0.327891934,-0.133141587,-0.350950334,-1.310506701,0.003334005,0.000150893,0.045296064,0.103444969,0.301477692,0.221519925,0.040064652,-0.328464403,0.100553559,-0.116848672,0.275516477,0.316240452,0.694166314,-0.240866958,0.220781406,-0.293599317,0.024333784
A12Q,Her2,-0.026650694,0.271075733,0.34274853,0.098826125,0.35198275,0.438510755,-0.278026772,1.03762278,1.080661327,0.128840688,0.311089328,-0.222595967,0.68924096,-0.108852457,0.205229971,0.041156958,0.011788713,0.422705881,0.258761326,0.276320605,-0.250570532,0.074907799,0.194255913,-0.418821553,-0.118289471,-0.18937049,-0.105881796,0.32005537,0.360934014,-0.175899187,-0.331529282,-0.29635168,-0.078140324,-0.15100407,0.990061256,-0.085998551,-0.289870435,0.092200845,-0.542739517,0.0097453,0.496380455,0.225535807,0.247341891,0.044564975,0.417713306,0.182684988,-0.320581,-0.122153485,0.934064767,-0.112649884,-3.587619323,-0.328403343,0.131259867,0.138631746,0.246435499,0.359009768,-0.579016971,0.035344882,-0.361728296,3.004902707,1.788762734,0.018868117,0.047952405,0.245898209,0.360284633,-0.204196618,-0.237092397,-0.158326812,-0.330594211,0.18567086,-0.08848256,-0.240852705,0.201903711,-0.203261593,-0.319617893,-0.105504073,0.032661849,-0.375108915,-0.070628085,0.438552829,0.215581746,-0.065036076,-0.269828247,0.449167029,0.352417545,-1.588909476,0.062520635,0.154193599,-0.105232738,-0.169083482,-0.154205896,-0.871793272,-0.348400496,0.284743897,0.295700608,0.19574059,0.091418453,0.272102537,-0.178803795,0.207205101,0.29325129,1.073964049,0.873956336,1.135742996,0.075801017,0.150142615,0.485189308,-0.211586235,-0.167173228,0.03573406,0.366173321,-0.475233791,0.010801886,-0.198382128,-0.084633501,-0.01549897,-0.0097453,-0.397904344,-0.070347207,0.038062669,-0.217638534,-0.087058265,-0.149917412,-0.186987418,-0.209893809,-0.652372329,-0.264597213,-0.05376763,-0.067924303,-0.258909024,0.163539664,-0.530628188,-0.174112619,-0.57669889,-0.0562484,-0.237468979,0.209718241,-0.084850988,-0.107691151,0.115571978,-0.314898154,0.027768181
A12T,Her2,0.024488981,0.319066834,0.089967519,0.026899752,-0.061557996,-0.65194847,0.03342477,0.321053852,-0.082520707,-0.11110701,0.039163114,-0.145661898,0.822270967,-0.164233242,0.110327378,-0.236583944,-0.882277661,-0.074246065,0.067045163,0.434036578,-0.245887703,-0.045664606,0.194638293,0.872266836,0.002315948,-0.038784021,0.101710206,0.175751846,-0.243952821,0.300016719,0.223042935,0.14319236,0.230042346,0.959375746,1.239973811,0.212857645,0.245662265,-0.133933716,0.254492637,-0.744832217,0.186962528,0.725592313,0.398600336,-0.122937491,0.171852586,-0.197503686,-0.373563623,-0.034540208,0.584270898,0.087453095,-0.298410575,-0.424392011,-0.934104424,0.228511501,1.514469861,-0.604834715,-0.000757611,0.000695058,-0.59060597,0.736779996,0.546930218,-0.507392378,0.137185833,2.119507778,-0.819901701,-0.293680217,-0.180103513,-0.277170708,0.443996704,0.103329541,-0.555775964,-0.047759761,0.577741538,0.60906205,-0.134124743,-0.120230979,-0.107643843,0.12809856,0.450931851,-0.09641588,0.115911,-0.031410371,0.152698074,0.18112336,0.001533713,0.197887313,-0.099406894,-0.292427112,-0.248866633,0.094827597,-0.124900756,1.997667804,0.030606634,-0.138252023,-0.265575701,-0.577022789,0.013925975,-0.270846947,-0.208520706,0.124338535,-0.701718088,-0.167998685,-0.429999668,0.225267925,-0.039678213,-1.023406284,-0.051961492,-0.007147844,-0.309810759,0.098392032,-0.123506377,0.08924857,0.268832794,0.217176665,-0.486973473,0.18878885,-0.832302688,0.443506672,-0.190198005,-0.091342296,0.516629498,-0.369223926,-0.051118526,-0.000695058,-0.263520925,0.619847089,0.147494608,-0.202229556,-0.104254929,-0.784047657,0.347203749,-0.352290598,0.025046481,0.592083024,-0.022767497,-0.055275798,0.094193803,0.286525754,0.032316197,-0.297479203,-0.073121859,0.012958999
A0RH,Her2,0.053361906,-0.463789539,0.110861696,-0.866740806,-0.081008306,-1.419792347,-0.019215465,-1.002763462,-0.571059511,0.021838133,-0.182560263,0.365178787,0.102253309,-0.129456124,0.470642588,-0.867964488,0.154001893,-0.173218797,0.149685148,0.289807089,-0.388636685,0.265869993,0.264819653,-1.250666288,-7.70E-07,0.159410328,0.794208139,-0.473161766,-0.334113732,0.260417861,0.105049723,0.297233898,0.233067872,0.27396279,-0.514260219,0.361509831,0.199160884,-0.324854462,0.305852501,0.70267934,-0.448787196,-0.545232172,0.314040834,-0.156676496,-0.012670104,0.05278841,-0.217122661,0.402856676,0.587778351,0.340473063,-1.554699368,-0.221432111,7.7039614732044e-07,0.231334303,0.247004118,-0.178070907,-0.247797926,-0.315778234,-0.623215004,1.885864616,1.141130205,0.715409914,0.027931895,0.519221234,0.101192702,-0.025453192,0.328082538,-0.161236388,0.072186448,0.443084142,-0.079538873,0.16622844,-0.349063885,0.112149641,-0.011622647,-0.088927723,0.290409505,0.498804851,0.386566393,-0.753393407,0.143451839,0.318674019,0.247981585,2.20464948,-0.061108718,-1.024450219,-0.375147999,-0.231490637,0.081339725,-0.044816803,0.078466665,-0.035520828,-0.027043863,-0.015319829,0.61223903,0.285958462,0.222410838,-0.250604949,-0.037588566,-0.720584958,-0.458044965,-0.751146806,-0.456572741,-0.204212945,0.395561354,-0.763338694,-0.02308656,-0.026716722,-0.088709002,-0.018475524,0.459560373,0.199476702,-0.095968171,0.457950572,-0.452449994,0.174711565,-0.268193346,-0.090704359,0.098543528,-0.19659635,1.064887554,0.472832544,0.024899989,0.028403646,-0.555351969,-0.30185615,0.354041088,0.57912674,0.072746874,0.021744271,-0.358271866,-0.318628108,-0.385238599,-0.06009116,0.048209652,0.025563487,-0.235713997,-0.20756792,0.20161054,-0.223500226,0.17041926,-0.753121614
A07I,Her2,-0.165759084,-0.44816287,-0.131367188,0.301589319,-0.119490874,0.024769089,0.090013304,1.258772643,1.417829308,-0.098549186,-0.137307392,-0.101052526,0.578473867,0.16884085,-0.223505732,0.001073575,0.149845969,0.733340242,0.122699193,0.193889661,-0.236596196,-0.093689939,-0.086445991,0.583514775,-0.128547967,-0.059460465,-0.21472014,-0.259050543,0.069643739,-0.05966781,-0.193301881,-0.029964044,0.100178129,-0.020193042,-0.114640189,-0.253256371,-0.187980282,-0.539284859,-0.26770037,-0.538823614,-0.490718977,0.301595942,0.070158118,-0.209277332,-0.195177161,0.038257641,-0.00726013,-0.220667954,4.939387016,-0.332959478,1.607154766,-0.257753782,0.556512282,-0.006975124,-0.019019982,0.053370846,0.722911956,0.135101584,0.878316918,3.335256553,3.723256526,0.179178909,1.301508534,-0.86131767,-0.376386778,0.524207599,-0.05319953,0.307001245,1.167754705,-0.240196491,-0.392651857,-0.130393213,0.189207994,1.487961549,0.218730051,0.28787834,-0.167773737,-0.310804448,-0.001073575,1.33796981,-0.164939865,0.097916201,-0.020278007,0.460352998,-0.230493958,-0.200309684,-0.02485003,0.034327774,-0.064290112,0.258562723,-0.005077765,-1.019085683,0.219713501,-0.199318821,0.450896944,0.67212432,0.114839795,0.01806934,-0.274383762,0.903927603,-0.046306286,1.253347607,1.054191778,0.241610719,0.143120132,0.323131168,1.066790024,0.151869209,-0.106769724,-0.273454022,-0.548724346,0.635918908,0.338883906,-0.333566625,0.886190907,0.177632843,0.159279255,-0.501419713,-0.077522323,-0.355274634,0.784893577,0.089699109,0.463231742,-0.07015627,0.558841481,-0.592929034,-0.311124207,-0.115127873,-0.01276427,0.093343193,-0.134667012,0.26583639,0.632961794,-0.047126592,-0.163870574,0.194591469,0.592379069,-0.214618623,-0.242893327,0.759894919,0.002776743,0.197358872
A04W,Her2,0.017326744,0.392166026,0.001529324,-0.568800052,0.286418099,-0.16114981,0.431379266,0.233617734,-0.191306849,0.262644128,-0.090367524,0.050948876,-0.525001949,-0.201061217,1.321313888,-0.656659626,0.186224056,0.542452266,1.133227488,0.684504114,-0.405690281,0.015530619,-0.014546164,-1.064906719,-0.048054688,0.223272541,-0.080407747,-0.635353948,-0.304024122,0.073816067,0.025921077,-0.042332379,0.416876827,-0.408296868,-0.589682636,0.068730571,0.019449328,0.031743673,0.119370497,0.48114489,-1.09161703,0.386369391,0.029281808,0.865814539,-0.066099676,0.245161802,-0.67326129,0.182172047,0.638724824,0.050126569,-3.547803958,-0.442522977,0.135644533,-0.096785171,0.172009129,-0.306481804,-1.260429478,0.262929794,0.071723366,2.0627285,1.128042779,-0.091699656,0.004314818,-0.345490048,-0.234313774,-0.660102327,-0.195370294,-0.011058844,0.053446916,-0.056266021,-0.230502653,0.014348672,-0.260017931,0.582464876,-0.304000733,-0.065664339,-0.065732653,-0.016666088,-0.044241388,0.003804894,0.254795123,0.009814329,0.444353279,0.12833268,-0.122085031,-0.464929995,-0.139823573,-0.292341884,0.015670323,0.166205016,-0.063591844,-0.886086235,-0.001529324,0.806327755,0.060493078,-0.029579539,0.132205189,0.579841123,-0.239902424,-0.060162612,0.123071561,0.279386665,0.161900243,0.256760322,0.200049865,-1.389058756,-0.150851182,-0.172408811,-0.123920262,-0.063768651,-0.071991686,0.154975649,0.191992431,-0.005258758,0.331056377,0.393179515,-0.562968408,0.597085008,0.134050063,-0.012499964,0.379797829,-0.1924853,0.230621457,-0.113335122,0.041135348,-0.205416285,0.096268184,-0.205891718,0.161411175,-0.167314025,-0.031841089,-0.502372397,0.018461136,-0.492798699,-0.016542201,0.251619552,-0.072548866,0.447330427,0.544221862,-0.34932999,-0.282709195,-0.110290605
